study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA208369	SRP025982	SAMN02201965	SRS443108	SRX303778	SRR898311	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	10595325	2119065000	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158445: SEQC_ILM_AGR_B_1_L05_CGATGT_AC0C1TACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158445	GSM1158445_r1	922940094;928174442;	58c5b1adcca16e6096c8aa93dc2b66d3;1fcc7fbcaaf92381758964e7c5555eb9;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898311/SRR898311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898311/SRR898311_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898311/SRR898311_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898311/SRR898311_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898311/SRR898311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898311/SRR898311_2.fastq.gz;							1422172614	f7838b77d5eb310fe62ceeabeb45fe89	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898311	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898311	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898311				GSM1158445		SEQC_ILM_AGR_B_1_L05_CGATGT_AC0C1TACXX		2014-09-08
PRJNA208369	SRP025982	SAMN02202035	SRS443109	SRX303779	SRR898312	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	11349984	2269996800	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158446: SEQC_ILM_AGR_B_1_L05_CGATGT_BD0J2JACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158446	GSM1158446_r1	927724185;945957406;	2df50f51a2c4bd86cdf1947d81d8c7eb;77301342c520ce7e3f21e86b46b998ab;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898312/SRR898312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898312/SRR898312_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898312/SRR898312_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898312/SRR898312_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898312/SRR898312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898312/SRR898312_2.fastq.gz;							1429469046	64c075cccfc2211cfd86fa5a84a464d1	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898312	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898312	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898312				GSM1158446		SEQC_ILM_AGR_B_1_L05_CGATGT_BD0J2JACXX		2014-09-08
PRJNA208369	SRP025982	SAMN02201970	SRS443110	SRX303780	SRR898313	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	10800081	2160016200	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158447: SEQC_ILM_AGR_B_1_L06_CGATGT_AC0C1TACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158447	GSM1158447_r1	957461429;960056659;	2e15d4479cbf64bbe9fd6df21ab025ae;c6d982470b182700c5c443fe1057aff8;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898313/SRR898313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898313/SRR898313_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898313/SRR898313_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898313/SRR898313_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898313/SRR898313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898313/SRR898313_2.fastq.gz;							1475484228	567ef31318739851278a63f986f74c0f	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898313	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898313	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898313				GSM1158447		SEQC_ILM_AGR_B_1_L06_CGATGT_AC0C1TACXX		2014-09-08
PRJNA208369	SRP025982	SAMN02201971	SRS443111	SRX303781	SRR898314	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	11608850	2321770000	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158448: SEQC_ILM_AGR_B_1_L06_CGATGT_BD0J2JACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158448	GSM1158448_r1	949474012;968895053;	da6cfcfbac74062bdc39e5a745583712;d26a324996e5a4eea41a3eb4b07ae64c;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898314/SRR898314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898314/SRR898314_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898314/SRR898314_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898314/SRR898314_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898314/SRR898314_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898314/SRR898314_2.fastq.gz;							1464122376	7e6b01f129d5173203fd03baad0940c3	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898314	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898314	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898314				GSM1158448		SEQC_ILM_AGR_B_1_L06_CGATGT_BD0J2JACXX		2014-09-08
PRJNA208369	SRP025982	SAMN02202048	SRS443112	SRX303782	SRR898315	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	10617525	2123505000	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158449: SEQC_ILM_AGR_B_1_L07_CGATGT_AC0C1TACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158449	GSM1158449_r1	934161652;938761651;	0a687980b75d0c1aa9fb2ba0babe3358;6e95c61109187f25901a97817923957c;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898315/SRR898315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898315/SRR898315_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898315/SRR898315_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898315/SRR898315_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898315/SRR898315_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898315/SRR898315_2.fastq.gz;							1440790502	aa892f87a6c6b8e4f4d7c06aedca9862	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898315	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898315	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898315				GSM1158449		SEQC_ILM_AGR_B_1_L07_CGATGT_AC0C1TACXX		2014-09-08
PRJNA208369	SRP025982	SAMN02201972	SRS443113	SRX303783	SRR898316	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	11471768	2294353600	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158450: SEQC_ILM_AGR_B_1_L07_CGATGT_BD0J2JACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158450	GSM1158450_r1	937842964;953215567;	894c53060abf5c329cbfc1f1c4b9dcb8;b695402b7ae09cec0f4be893cb330222;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898316/SRR898316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898316/SRR898316_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898316/SRR898316_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898316/SRR898316_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898316/SRR898316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898316/SRR898316_2.fastq.gz;							1443181016	9925a22bd5e4fd20c7c9b44ecbe63991	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898316	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898316	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898316				GSM1158450		SEQC_ILM_AGR_B_1_L07_CGATGT_BD0J2JACXX		2014-09-08
PRJNA208369	SRP025982	SAMN02201973	SRS443114	SRX303784	SRR898317	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	10670169	2134033800	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158451: SEQC_ILM_AGR_B_1_L08_CGATGT_AC0C1TACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158451	GSM1158451_r1	935870198;940842186;	49c9279787902e9fe2602db5b797d142;3959b97e3a865fca62cad42a12f176dd;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898317/SRR898317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898317/SRR898317_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898317/SRR898317_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898317/SRR898317_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898317/SRR898317_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898317/SRR898317_2.fastq.gz;							1442634372	e19a5ac60fd3bfe14eafd71d64119b4e	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898317	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898317	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898317				GSM1158451		SEQC_ILM_AGR_B_1_L08_CGATGT_AC0C1TACXX		2014-09-08
PRJNA208369	SRP025982	SAMN02202042	SRS443115	SRX303785	SRR898318	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	11460996	2292199200	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158452: SEQC_ILM_AGR_B_1_L08_CGATGT_BD0J2JACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158452	GSM1158452_r1	946582895;958747993;	53f0b007fe275ec3a1196c86ed0b78b4;a360070edc18f88440a06f11ad2ba712;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898318/SRR898318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898318/SRR898318_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898318/SRR898318_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898318/SRR898318_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898318/SRR898318_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898318/SRR898318_2.fastq.gz;							1455807959	e188308980d5b703f39bc5f975ed2c14	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898318	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898318	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898318				GSM1158452		SEQC_ILM_AGR_B_1_L08_CGATGT_BD0J2JACXX		2014-09-08
PRJNA208369	SRP025982	SAMN02201975	SRS443116	SRX303786	SRR898319	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	11798666	2359733200	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158453: SEQC_ILM_AGR_B_2_L01_GCCAAT_AC0C1TACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158453	GSM1158453_r1	1034705119;1045119762;	fc73c942b88db7d56c30eccc2ca5bb28;54f4b3981d4330233b2d11851a774e50;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898319/SRR898319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898319/SRR898319_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898319/SRR898319_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898319/SRR898319_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898319/SRR898319_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898319/SRR898319_2.fastq.gz;							1599904078	253630b363f3ae6dafb13b91bd4a9629	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898319	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898319	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898319				GSM1158453		SEQC_ILM_AGR_B_2_L01_GCCAAT_AC0C1TACXX		2014-09-08
PRJNA208369	SRP025982	SAMN02201974	SRS443117	SRX303787	SRR898320	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	12280092	2456018400	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158454: SEQC_ILM_AGR_B_2_L01_GCCAAT_BD0J2JACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158454	GSM1158454_r1	1010682125;1021760634;	c8b4066955f209ea8e02168473814e7f;4732bf432ee570a39c57323a7d5780fe;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898320/SRR898320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898320/SRR898320_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898320/SRR898320_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898320/SRR898320_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898320/SRR898320_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898320/SRR898320_2.fastq.gz;							1552028501	b0297ae0492048f6e03612f1af06a6d3	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898320	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898320	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898320				GSM1158454		SEQC_ILM_AGR_B_2_L01_GCCAAT_BD0J2JACXX		2014-09-08
PRJNA208369	SRP025982	SAMN02202037	SRS443118	SRX303788	SRR898321	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	11730623	2346124600	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158455: SEQC_ILM_AGR_B_2_L02_GCCAAT_AC0C1TACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158455	GSM1158455_r1	1025093940;1033559297;	7823b3f259fdddd03e10e5d3b8e6823d;354c2a3e0060b4b5310ca736a1713760;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898321/SRR898321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898321/SRR898321_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898321/SRR898321_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898321/SRR898321_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898321/SRR898321_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898321/SRR898321_2.fastq.gz;							1583168027	525825f49959e9c78d64d6ffa671e679	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898321	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898321	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898321				GSM1158455		SEQC_ILM_AGR_B_2_L02_GCCAAT_AC0C1TACXX		2014-09-08
PRJNA208369	SRP025982	SAMN02201976	SRS443119	SRX303789	SRR898322	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	12357122	2471424400	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158456: SEQC_ILM_AGR_B_2_L02_GCCAAT_BD0J2JACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158456	GSM1158456_r1	1015645024;1031271477;	5c31f833ea5418c48877222953d02da4;009fa971cde6d8933acf71966fc12188;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898322/SRR898322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898322/SRR898322_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898322/SRR898322_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898322/SRR898322_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898322/SRR898322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898322/SRR898322_2.fastq.gz;							1562647398	1156c6096c3fa471576660b958f37b30	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898322	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898322	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898322				GSM1158456		SEQC_ILM_AGR_B_2_L02_GCCAAT_BD0J2JACXX		2014-09-08
PRJNA208369	SRP025982	SAMN02201977	SRS443120	SRX303790	SRR898323	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	11870818	2374163600	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158457: SEQC_ILM_AGR_B_2_L03_GCCAAT_AC0C1TACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158457	GSM1158457_r1	1036734696;1048158270;	0c6b0e8fdf91c365e83c4e6aea1723aa;6dc175396a5e4f94777312a8e8d81408;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898323/SRR898323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898323/SRR898323_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898323/SRR898323_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898323/SRR898323_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898323/SRR898323_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898323/SRR898323_2.fastq.gz;							1603211182	3ce25ab2777e83dff256f91466452fd9	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898323	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898323	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898323				GSM1158457		SEQC_ILM_AGR_B_2_L03_GCCAAT_AC0C1TACXX		2014-09-08
PRJNA208369	SRP025982	SAMN02202050	SRS443121	SRX303791	SRR898324	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	12185403	2437080600	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158458: SEQC_ILM_AGR_B_2_L03_GCCAAT_BD0J2JACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158458	GSM1158458_r1	1002093548;1020893382;	101cb98f82b813f22f9fbe3708be87e4;57004f5fe49d5d75ec437cbebba21191;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898324/SRR898324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898324/SRR898324_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898324/SRR898324_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898324/SRR898324_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898324/SRR898324_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898324/SRR898324_2.fastq.gz;							1545071798	e743a40276c01e3b0d3425c1aa5a53ef	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898324	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898324	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898324				GSM1158458		SEQC_ILM_AGR_B_2_L03_GCCAAT_BD0J2JACXX		2014-09-08
PRJNA208369	SRP025982	SAMN02201978	SRS443122	SRX303792	SRR898325	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	11753634	2350726800	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158459: SEQC_ILM_AGR_B_2_L04_GCCAAT_AC0C1TACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158459	GSM1158459_r1	1022281069;1035036918;	e0a4edefad21be70efbeb6c11ddc1a67;00f2219f4015abb23b872989374ff807;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898325/SRR898325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898325/SRR898325_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898325/SRR898325_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898325/SRR898325_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898325/SRR898325_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898325/SRR898325_2.fastq.gz;							1581355337	3e372da0ce2ed6af81aa342dfcaec0f2	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898325	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898325	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898325				GSM1158459		SEQC_ILM_AGR_B_2_L04_GCCAAT_AC0C1TACXX		2014-09-08
PRJNA208369	SRP025982	SAMN02201979	SRS443123	SRX303793	SRR898326	SRA090948	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	12196598	2439319600	GEO	2014-09-25	2014-09-08	Illumina HiSeq 2000 sequencing; GSM1158460: SEQC_ILM_AGR_B_2_L04_GCCAAT_BD0J2JACXX; Homo sapiens; RNA-Seq	A comprehensive assessment of RNA-seq accuracy, reproducibility and information content by the Sequence Quality Control consortium	GSE47774	GSM1158460	GSM1158460_r1	1001394015;1020948061;	763e55c09d526a5ebb233f5b12760e84;80eee5e9590d5b0e3bb09791f441a647;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898326/SRR898326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898326/SRR898326_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898326/SRR898326_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR898/SRR898326/SRR898326_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898326/SRR898326_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR898/SRR898326/SRR898326_2.fastq.gz;							1543751756	c565d0d01e2e7068aebf141022695c84	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898326	fasp.sra.ebi.ac.uk:/vol1/srr/SRR898/SRR898326	ftp.sra.ebi.ac.uk/vol1/srr/SRR898/SRR898326				GSM1158460		SEQC_ILM_AGR_B_2_L04_GCCAAT_BD0J2JACXX		2014-09-08
